user_id,timestamp,event,device,os_version,region,referral_source
54,2025-07-01 09:06:00,Identity Verification (KYC),Android,12,India,Referral
54,2025-07-01 09:07:00,Setup PIN / Add Payment Method,Android,12,India,Referral
55,2025-07-01 19:42:00,App Install,iOS,14.4,UK,Instagram
56,2025-07-01 20:08:00,App Install,iOS,16.2,UK,Referral
57,2025-07-02 08:07:00,App Install,Android,11,Germany,Referral
58,2025-07-01 19:22:00,App Install,iOS,15.1,Brazil,Facebook
58,2025-07-01 19:23:00,Account Registration,iOS,15.1,Brazil,Facebook
58,2025-07-01 19:24:00,Email/Mobile Verification,iOS,15.1,Brazil,Facebook
58,2025-07-01 19:25:00,Identity Verification (KYC),iOS,15.1,Brazil,Facebook
59,2025-07-02 01:09:00,App Install,iOS,16.2,US,Instagram
59,2025-07-02 01:10:00,Account Registration,iOS,16.2,US,Instagram
59,2025-07-02 01:11:00,Email/Mobile Verification,iOS,16.2,US,Instagram
59,2025-07-02 01:12:00,Identity Verification (KYC),iOS,16.2,US,Instagram
60,2025-07-01 16:40:00,App Install,iOS,14.4,US,Organic
61,2025-07-01 11:29:00,App Install,Android,11,Germany,Instagram
61,2025-07-01 11:30:00,Account Registration,Android,11,Germany,Instagram
61,2025-07-01 11:31:00,Email/Mobile Verification,Android,11,Germany,Instagram
61,2025-07-01 11:32:00,Identity Verification (KYC),Android,11,Germany,Instagram
62,2025-07-01 12:38:00,App Install,iOS,14.4,US,Facebook
63,2025-07-01 13:08:00,App Install,iOS,14.4,Brazil,Google Ads
63,2025-07-01 13:09:00,Account Registration,iOS,14.4,Brazil,Google Ads
63,2025-07-01 13:10:00,Email/Mobile Verification,iOS,14.4,Brazil,Google Ads
63,2025-07-01 13:11:00,Identity Verification (KYC),iOS,14.4,Brazil,Google Ads
64,2025-07-02 03:42:00,App Install,iOS,16.2,Brazil,Referral
65,2025-07-02 06:45:00,App Install,iOS,15.1,UK,Google Ads
65,2025-07-02 06:46:00,Account Registration,iOS,15.1,UK,Google Ads
65,2025-07-02 06:47:00,Email/Mobile Verification,iOS,15.1,UK,Google Ads
66,2025-07-01 18:16:00,App Install,iOS,14.4,UK,Google Ads
66,2025-07-01 18:17:00,Account Registration,iOS,14.4,UK,Google Ads
69,2025-07-02 04:39:00,App Install,iOS,15.1,Brazil,Facebook
70,2025-07-02 03:22:00,App Install,iOS,15.1,Germany,Referral
70,2025-07-02 03:23:00,Account Registration,iOS,15.1,Germany,Referral
70,2025-07-02 03:24:00,Email/Mobile Verification,iOS,15.1,Germany,Referral
71,2025-07-01 09:59:00,App Install,Android,12,Germany,Referral
71,2025-07-01 10:00:00,Account Registration,Android,12,Germany,Referral
71,2025-07-01 10:01:00,Email/Mobile Verification,Android,12,Germany,Referral
71,2025-07-01 10:02:00,Identity Verification (KYC),Android,12,Germany,Referral
71,2025-07-01 10:03:00,Setup PIN / Add Payment Method,Android,12,Germany,Referral
71,2025-07-01 10:04:00,Onboarding Complete,Android,12,Germany,Referral
73,2025-07-01 10:42:00,App Install,iOS,14.4,Germany,Google Ads
73,2025-07-01 10:43:00,Account Registration,iOS,14.4,Germany,Google Ads
73,2025-07-01 10:44:00,Email/Mobile Verification,iOS,14.4,Germany,Google Ads
74,2025-07-01 11:47:00,App Install,iOS,15.1,Germany,Organic
74,2025-07-01 11:48:00,Account Registration,iOS,15.1,Germany,Organic
75,2025-07-01 10:03:00,App Install,iOS,14.4,India,Facebook
76,2025-07-02 01:09:00,App Install,Android,11,US,Google Ads
76,2025-07-02 01:10:00,Account Registration,Android,11,US,Google Ads
77,2025-07-02 05:43:00,App Install,iOS,15.1,US,Instagram
77,2025-07-02 05:44:00,Account Registration,iOS,15.1,US,Instagram
77,2025-07-02 05:45:00,Email/Mobile Verification,iOS,15.1,US,Instagram
78,2025-07-01 19:38:00,App Install,iOS,14.4,Brazil,Facebook
78,2025-07-01 19:39:00,Account Registration,iOS,14.4,Brazil,Facebook
79,2025-07-01 12:28:00,App Install,Android,10,Brazil,Google Ads
79,2025-07-01 12:29:00,Account Registration,Android,10,Brazil,Google Ads
79,2025-07-01 12:30:00,Email/Mobile Verification,Android,10,Brazil,Google Ads
79,2025-07-01 12:31:00,Identity Verification (KYC),Android,10,Brazil,Google Ads
79,2025-07-01 12:32:00,Setup PIN / Add Payment Method,Android,10,Brazil,Google Ads
80,2025-07-02 07:34:00,App Install,Android,12,Brazil,Referral
80,2025-07-02 07:35:00,Account Registration,Android,12,Brazil,Referral
81,2025-07-01 21:21:00,App Install,iOS,15.1,India,Referral
81,2025-07-01 21:22:00,Account Registration,iOS,15.1,India,Referral
81,2025-07-01 21:23:00,Email/Mobile Verification,iOS,15.1,India,Referral
82,2025-07-02 00:52:00,App Install,iOS,16.2,Brazil,Referral
82,2025-07-02 00:53:00,Account Registration,iOS,16.2,Brazil,Referral
83,2025-07-01 17:19:00,App Install,Android,10,UK,Referral
83,2025-07-01 17:20:00,Account Registration,Android,10,UK,Referral
83,2025-07-01 17:21:00,Email/Mobile Verification,Android,10,UK,Referral
84,2025-07-01 16:14:00,App Install,iOS,15.1,US,Referral
85,2025-07-01 09:20:00,App Install,iOS,16.2,UK,Instagram
86,2025-07-01 17:12:00,App Install,Android,13,Germany,Instagram
86,2025-07-01 17:13:00,Account Registration,Android,13,Germany,Instagram
86,2025-07-01 17:14:00,Email/Mobile Verification,Android,13,Germany,Instagram
86,2025-07-01 17:15:00,Identity Verification (KYC),Android,13,Germany,Instagram
87,2025-07-02 07:39:00,App Install,Android,13,US,Organic
87,2025-07-02 07:40:00,Account Registration,Android,13,US,Organic
87,2025-07-02 07:41:00,Email/Mobile Verification,Android,13,US,Organic
88,2025-07-01 19:27:00,App Install,iOS,15.1,Germany,Organic
90,2025-07-02 02:54:00,App Install,Android,13,UK,Instagram
90,2025-07-02 02:55:00,Account Registration,Android,13,UK,Instagram
90,2025-07-02 02:56:00,Email/Mobile Verification,Android,13,UK,Instagram
92,2025-07-02 08:48:00,App Install,Android,10,Brazil,Organic
92,2025-07-02 08:49:00,Account Registration,Android,10,Brazil,Organic
92,2025-07-02 08:50:00,Email/Mobile Verification,Android,10,Brazil,Organic
93,2025-07-02 00:02:00,App Install,Android,12,Germany,Referral
93,2025-07-02 00:03:00,Account Registration,Android,12,Germany,Referral
96,2025-07-02 05:41:00,App Install,Android,10,Brazil,Referral
96,2025-07-02 05:42:00,Account Registration,Android,10,Brazil,Referral
96,2025-07-02 05:43:00,Email/Mobile Verification,Android,10,Brazil,Referral
97,2025-07-01 19:25:00,App Install,iOS,15.1,Brazil,Referral
101,2025-07-01 11:25:00,App Install,iOS,16.2,UK,Referral
101,2025-07-01 11:26:00,Account Registration,iOS,16.2,UK,Referral
101,2025-07-01 11:27:00,Email/Mobile Verification,iOS,16.2,UK,Referral
101,2025-07-01 11:28:00,Identity Verification (KYC),iOS,16.2,UK,Referral
101,2025-07-01 11:29:00,Setup PIN / Add Payment Method,iOS,16.2,UK,Referral
101,2025-07-01 11:30:00,Onboarding Complete,iOS,16.2,UK,Referral
103,2025-07-01 14:39:00,App Install,iOS,14.4,India,Facebook
103,2025-07-01 14:40:00,Account Registration,iOS,14.4,India,Facebook
103,2025-07-01 14:41:00,Email/Mobile Verification,iOS,14.4,India,Facebook
103,2025-07-01 14:42:00,Identity Verification (KYC),iOS,14.4,India,Facebook
104,2025-07-01 18:17:00,App Install,iOS,16.2,UK,Referral
104,2025-07-01 18:18:00,Account Registration,iOS,16.2,UK,Referral
106,2025-07-01 10:22:00,App Install,Android,10,UK,Instagram
107,2025-07-01 23:52:00,App Install,iOS,15.1,US,Instagram
107,2025-07-01 23:53:00,Account Registration,iOS,15.1,US,Instagram
109,2025-07-01 18:50:00,App Install,Android,12,Germany,Referral
109,2025-07-01 18:51:00,Account Registration,Android,12,Germany,Referral
109,2025-07-01 18:52:00,Email/Mobile Verification,Android,12,Germany,Referral
110,2025-07-01 12:57:00,App Install,Android,12,UK,Organic
110,2025-07-01 12:58:00,Account Registration,Android,12,UK,Organic
110,2025-07-01 12:59:00,Email/Mobile Verification,Android,12,UK,Organic
110,2025-07-01 13:00:00,Identity Verification (KYC),Android,12,UK,Organic
110,2025-07-01 13:01:00,Setup PIN / Add Payment Method,Android,12,UK,Organic
111,2025-07-01 21:20:00,App Install,iOS,14.4,US,Instagram
111,2025-07-01 21:21:00,Account Registration,iOS,14.4,US,Instagram
111,2025-07-01 21:22:00,Email/Mobile Verification,iOS,14.4,US,Instagram
112,2025-07-01 23:57:00,App Install,iOS,16.2,US,Organic
112,2025-07-01 23:58:00,Account Registration,iOS,16.2,US,Organic
113,2025-07-01 09:28:00,App Install,Android,11,UK,Instagram
114,2025-07-02 02:00:00,App Install,Android,13,India,Google Ads
115,2025-07-01 17:19:00,App Install,iOS,15.1,Germany,Referral
116,2025-07-01 23:09:00,App Install,Android,11,India,Organic
116,2025-07-01 23:10:00,Account Registration,Android,11,India,Organic
117,2025-07-02 04:47:00,App Install,Android,12,UK,Instagram
117,2025-07-02 04:48:00,Account Registration,Android,12,UK,Instagram
118,2025-07-02 03:32:00,App Install,iOS,15.1,UK,Instagram
118,2025-07-02 03:33:00,Account Registration,iOS,15.1,UK,Instagram
118,2025-07-02 03:34:00,Email/Mobile Verification,iOS,15.1,UK,Instagram
118,2025-07-02 03:35:00,Identity Verification (KYC),iOS,15.1,UK,Instagram
119,2025-07-01 19:51:00,App Install,iOS,14.4,Germany,Facebook
119,2025-07-01 19:52:00,Account Registration,iOS,14.4,Germany,Facebook
119,2025-07-01 19:53:00,Email/Mobile Verification,iOS,14.4,Germany,Facebook
120,2025-07-02 02:08:00,App Install,Android,13,India,Google Ads
120,2025-07-02 02:09:00,Account Registration,Android,13,India,Google Ads
121,2025-07-01 09:31:00,App Install,iOS,14.4,Brazil,Referral
121,2025-07-01 09:32:00,Account Registration,iOS,14.4,Brazil,Referral
121,2025-07-01 09:33:00,Email/Mobile Verification,iOS,14.4,Brazil,Referral
122,2025-07-02 08:38:00,App Install,iOS,15.1,UK,Instagram
123,2025-07-01 19:48:00,App Install,iOS,16.2,Brazil,Referral
123,2025-07-01 19:49:00,Account Registration,iOS,16.2,Brazil,Referral
123,2025-07-01 19:50:00,Email/Mobile Verification,iOS,16.2,Brazil,Referral
123,2025-07-01 19:51:00,Identity Verification (KYC),iOS,16.2,Brazil,Referral
123,2025-07-01 19:52:00,Setup PIN / Add Payment Method,iOS,16.2,Brazil,Referral
124,2025-07-01 12:21:00,App Install,iOS,14.4,India,Referral
124,2025-07-01 12:22:00,Account Registration,iOS,14.4,India,Referral
125,2025-07-01 20:04:00,App Install,Android,12,India,Facebook
126,2025-07-02 03:07:00,App Install,iOS,15.1,US,Google Ads
126,2025-07-02 03:08:00,Account Registration,iOS,15.1,US,Google Ads
127,2025-07-02 06:09:00,App Install,Android,10,Brazil,Referral
127,2025-07-02 06:10:00,Account Registration,Android,10,Brazil,Referral
127,2025-07-02 06:11:00,Email/Mobile Verification,Android,10,Brazil,Referral
128,2025-07-02 00:52:00,App Install,iOS,15.1,UK,Facebook
128,2025-07-02 00:53:00,Account Registration,iOS,15.1,UK,Facebook
129,2025-07-02 06:48:00,App Install,iOS,15.1,Brazil,Organic
129,2025-07-02 06:49:00,Account Registration,iOS,15.1,Brazil,Organic
129,2025-07-02 06:50:00,Email/Mobile Verification,iOS,15.1,Brazil,Organic
130,2025-07-01 22:01:00,App Install,iOS,15.1,India,Google Ads
130,2025-07-01 22:02:00,Account Registration,iOS,15.1,India,Google Ads
130,2025-07-01 22:03:00,Email/Mobile Verification,iOS,15.1,India,Google Ads
131,2025-07-02 08:24:00,App Install,iOS,15.1,India,Instagram
131,2025-07-02 08:25:00,Account Registration,iOS,15.1,India,Instagram
131,2025-07-02 08:26:00,Email/Mobile Verification,iOS,15.1,India,Instagram
131,2025-07-02 08:27:00,Identity Verification (KYC),iOS,15.1,India,Instagram
131,2025-07-02 08:28:00,Setup PIN / Add Payment Method,iOS,15.1,India,Instagram
131,2025-07-02 08:29:00,Onboarding Complete,iOS,15.1,India,Instagram
132,2025-07-02 06:11:00,App Install,Android,12,US,Google Ads
132,2025-07-02 06:12:00,Account Registration,Android,12,US,Google Ads
132,2025-07-02 06:13:00,Email/Mobile Verification,Android,12,US,Google Ads
132,2025-07-02 06:14:00,Identity Verification (KYC),Android,12,US,Google Ads
133,2025-07-01 10:08:00,App Install,Android,10,UK,Referral
133,2025-07-01 10:09:00,Account Registration,Android,10,UK,Referral
135,2025-07-01 14:36:00,App Install,iOS,16.2,Brazil,Organic
135,2025-07-01 14:37:00,Account Registration,iOS,16.2,Brazil,Organic
135,2025-07-01 14:38:00,Email/Mobile Verification,iOS,16.2,Brazil,Organic
135,2025-07-01 14:39:00,Identity Verification (KYC),iOS,16.2,Brazil,Organic
135,2025-07-01 14:40:00,Setup PIN / Add Payment Method,iOS,16.2,Brazil,Organic
136,2025-07-01 16:42:00,App Install,Android,13,India,Google Ads
136,2025-07-01 16:43:00,Account Registration,Android,13,India,Google Ads
136,2025-07-01 16:44:00,Email/Mobile Verification,Android,13,India,Google Ads
136,2025-07-01 16:45:00,Identity Verification (KYC),Android,13,India,Google Ads
136,2025-07-01 16:46:00,Setup PIN / Add Payment Method,Android,13,India,Google Ads
137,2025-07-01 13:13:00,App Install,iOS,14.4,UK,Instagram
137,2025-07-01 13:14:00,Account Registration,iOS,14.4,UK,Instagram
137,2025-07-01 13:15:00,Email/Mobile Verification,iOS,14.4,UK,Instagram
137,2025-07-01 13:16:00,Identity Verification (KYC),iOS,14.4,UK,Instagram
137,2025-07-01 13:17:00,Setup PIN / Add Payment Method,iOS,14.4,UK,Instagram
137,2025-07-01 13:18:00,Onboarding Complete,iOS,14.4,UK,Instagram
138,2025-07-02 06:08:00,App Install,Android,11,Germany,Facebook
138,2025-07-02 06:09:00,Account Registration,Android,11,Germany,Facebook
138,2025-07-02 06:10:00,Email/Mobile Verification,Android,11,Germany,Facebook
140,2025-07-01 12:19:00,App Install,Android,12,Germany,Facebook
140,2025-07-01 12:20:00,Account Registration,Android,12,Germany,Facebook
141,2025-07-02 05:02:00,App Install,iOS,16.2,Brazil,Referral
142,2025-07-02 06:00:00,App Install,iOS,16.2,India,Referral
142,2025-07-02 06:01:00,Account Registration,iOS,16.2,India,Referral
143,2025-07-01 17:03:00,App Install,iOS,14.4,Germany,Referral
144,2025-07-01 22:35:00,App Install,iOS,16.2,UK,Facebook
144,2025-07-01 22:36:00,Account Registration,iOS,16.2,UK,Facebook
144,2025-07-01 22:37:00,Email/Mobile Verification,iOS,16.2,UK,Facebook
144,2025-07-01 22:38:00,Identity Verification (KYC),iOS,16.2,UK,Facebook
145,2025-07-01 17:18:00,App Install,Android,10,India,Organic
145,2025-07-01 17:19:00,Account Registration,Android,10,India,Organic
146,2025-07-01 14:02:00,App Install,Android,11,US,Organic
146,2025-07-01 14:03:00,Account Registration,Android,11,US,Organic
148,2025-07-01 17:07:00,App Install,Android,11,India,Organic
150,2025-07-02 02:31:00,App Install,Android,13,Germany,Organic
150,2025-07-02 02:32:00,Account Registration,Android,13,Germany,Organic
151,2025-07-01 11:04:00,App Install,Android,12,Germany,Facebook
151,2025-07-01 11:05:00,Account Registration,Android,12,Germany,Facebook
151,2025-07-01 11:06:00,Email/Mobile Verification,Android,12,Germany,Facebook
153,2025-07-02 03:43:00,App Install,Android,12,Brazil,Instagram
153,2025-07-02 03:44:00,Account Registration,Android,12,Brazil,Instagram
153,2025-07-02 03:45:00,Email/Mobile Verification,Android,12,Brazil,Instagram
154,2025-07-01 16:20:00,App Install,iOS,14.4,India,Instagram
154,2025-07-01 16:21:00,Account Registration,iOS,14.4,India,Instagram
154,2025-07-01 16:22:00,Email/Mobile Verification,iOS,14.4,India,Instagram
154,2025-07-01 16:23:00,Identity Verification (KYC),iOS,14.4,India,Instagram
155,2025-07-02 07:42:00,App Install,Android,12,Germany,Organic
155,2025-07-02 07:43:00,Account Registration,Android,12,Germany,Organic
155,2025-07-02 07:44:00,Email/Mobile Verification,Android,12,Germany,Organic
156,2025-07-01 12:17:00,App Install,Android,10,India,Referral
156,2025-07-01 12:18:00,Account Registration,Android,10,India,Referral
157,2025-07-01 21:04:00,App Install,Android,12,India,Referral
157,2025-07-01 21:05:00,Account Registration,Android,12,India,Referral
157,2025-07-01 21:06:00,Email/Mobile Verification,Android,12,India,Referral
157,2025-07-01 21:07:00,Identity Verification (KYC),Android,12,India,Referral
158,2025-07-01 12:32:00,App Install,iOS,16.2,UK,Organic
159,2025-07-02 03:59:00,App Install,iOS,14.4,India,Organic
159,2025-07-02 04:00:00,Account Registration,iOS,14.4,India,Organic
159,2025-07-02 04:01:00,Email/Mobile Verification,iOS,14.4,India,Organic
159,2025-07-02 04:02:00,Identity Verification (KYC),iOS,14.4,India,Organic
159,2025-07-02 04:03:00,Setup PIN / Add Payment Method,iOS,14.4,India,Organic
159,2025-07-02 04:04:00,Onboarding Complete,iOS,14.4,India,Organic
160,2025-07-01 18:19:00,App Install,Android,12,India,Google Ads
160,2025-07-01 18:20:00,Account Registration,Android,12,India,Google Ads
161,2025-07-02 07:26:00,App Install,Android,11,US,Instagram
162,2025-07-01 21:50:00,App Install,Android,10,Brazil,Google Ads
162,2025-07-01 21:51:00,Account Registration,Android,10,Brazil,Google Ads
164,2025-07-02 07:35:00,App Install,Android,10,UK,Referral
164,2025-07-02 07:36:00,Account Registration,Android,10,UK,Referral
164,2025-07-02 07:37:00,Email/Mobile Verification,Android,10,UK,Referral
165,2025-07-01 18:40:00,App Install,Android,12,Germany,Facebook
165,2025-07-01 18:41:00,Account Registration,Android,12,Germany,Facebook
165,2025-07-01 18:42:00,Email/Mobile Verification,Android,12,Germany,Facebook
166,2025-07-01 09:15:00,App Install,Android,13,Brazil,Facebook
166,2025-07-01 09:16:00,Account Registration,Android,13,Brazil,Facebook
166,2025-07-01 09:17:00,Email/Mobile Verification,Android,13,Brazil,Facebook
166,2025-07-01 09:18:00,Identity Verification (KYC),Android,13,Brazil,Facebook
168,2025-07-01 10:26:00,App Install,Android,12,India,Referral
168,2025-07-01 10:27:00,Account Registration,Android,12,India,Referral
169,2025-07-01 22:48:00,App Install,iOS,16.2,Germany,Instagram
169,2025-07-01 22:49:00,Account Registration,iOS,16.2,Germany,Instagram
170,2025-07-02 00:42:00,App Install,Android,12,US,Instagram
170,2025-07-02 00:43:00,Account Registration,Android,12,US,Instagram
171,2025-07-01 22:40:00,App Install,Android,11,Germany,Instagram
171,2025-07-01 22:41:00,Account Registration,Android,11,Germany,Instagram
172,2025-07-01 11:36:00,App Install,iOS,14.4,UK,Google Ads
174,2025-07-01 14:13:00,App Install,iOS,14.4,US,Instagram
174,2025-07-01 14:14:00,Account Registration,iOS,14.4,US,Instagram
175,2025-07-02 00:19:00,App Install,iOS,15.1,Brazil,Instagram
175,2025-07-02 00:20:00,Account Registration,iOS,15.1,Brazil,Instagram
175,2025-07-02 00:21:00,Email/Mobile Verification,iOS,15.1,Brazil,Instagram
175,2025-07-02 00:22:00,Identity Verification (KYC),iOS,15.1,Brazil,Instagram
176,2025-07-02 01:00:00,App Install,iOS,14.4,Germany,Facebook
176,2025-07-02 01:01:00,Account Registration,iOS,14.4,Germany,Facebook
177,2025-07-01 19:35:00,App Install,Android,12,Brazil,Facebook
178,2025-07-02 05:59:00,App Install,iOS,15.1,India,Facebook
178,2025-07-02 06:00:00,Account Registration,iOS,15.1,India,Facebook
178,2025-07-02 06:01:00,Email/Mobile Verification,iOS,15.1,India,Facebook
178,2025-07-02 06:02:00,Identity Verification (KYC),iOS,15.1,India,Facebook
178,2025-07-02 06:03:00,Setup PIN / Add Payment Method,iOS,15.1,India,Facebook
180,2025-07-01 11:52:00,App Install,Android,13,India,Organic
181,2025-07-02 02:50:00,App Install,Android,13,Germany,Instagram
181,2025-07-02 02:51:00,Account Registration,Android,13,Germany,Instagram
181,2025-07-02 02:52:00,Email/Mobile Verification,Android,13,Germany,Instagram
182,2025-07-02 06:32:00,App Install,iOS,16.2,Brazil,Facebook
183,2025-07-02 07:24:00,App Install,Android,13,UK,Organic
183,2025-07-02 07:25:00,Account Registration,Android,13,UK,Organic
184,2025-07-02 07:23:00,App Install,Android,11,UK,Organic
184,2025-07-02 07:24:00,Account Registration,Android,11,UK,Organic
184,2025-07-02 07:25:00,Email/Mobile Verification,Android,11,UK,Organic
184,2025-07-02 07:26:00,Identity Verification (KYC),Android,11,UK,Organic
185,2025-07-02 07:52:00,App Install,iOS,16.2,UK,Google Ads
185,2025-07-02 07:53:00,Account Registration,iOS,16.2,UK,Google Ads
185,2025-07-02 07:54:00,Email/Mobile Verification,iOS,16.2,UK,Google Ads
185,2025-07-02 07:55:00,Identity Verification (KYC),iOS,16.2,UK,Google Ads
186,2025-07-01 21:22:00,App Install,iOS,16.2,UK,Facebook
186,2025-07-01 21:23:00,Account Registration,iOS,16.2,UK,Facebook
188,2025-07-01 13:28:00,App Install,Android,10,UK,Instagram
189,2025-07-01 23:01:00,App Install,Android,11,Germany,Facebook
189,2025-07-01 23:02:00,Account Registration,Android,11,Germany,Facebook
189,2025-07-01 23:03:00,Email/Mobile Verification,Android,11,Germany,Facebook
189,2025-07-01 23:04:00,Identity Verification (KYC),Android,11,Germany,Facebook
